"Type","Identifiant","Toponyme","Code ISO 1","Code ISO 2","Code ISO 3","Trait de côte (km)","Surface (km²)","Latitude","Longitude"
"ILE NORMALE",76,"","ALA","","","",0.996687927906753,0.034508936341166495,21.238718112346,59.9159760034759
"ILE NORMALE",77,"","ALA","","","",6.575610016073153,2.014028872478485,19.7566816645849,60.3635761800882
"ILE NORMALE",78,"","ALA","","","",1.680683823835363,0.08799880319726466,21.2324160071636,59.8099041680972
"ILE NORMALE",79,"","ALA","","","",1.1171066122194448,0.037606006925582885,21.2313770099222,59.9078085453887
"ILE NORMALE",80,"","ALA","","","",0.8065182752644603,0.028897121100664138,21.2275359154505,59.9053422557071
"ILE NORMALE",81,"","ALA","","","",4.287958247313349,0.829582111509323,19.7715160883927,60.3537667665793
"ILE NORMALE",82,"","ALA","","","",0.9323847157975175,0.03372992272645235,21.2280798654718,59.8840480183265
"ILE NORMALE",83,"","ALA","","","",5.733642056242439,1.7888795830669402,19.7721654488907,60.4176825048917
"ILE NORMALE",84,"","ALA","","","",2.120682374549395,0.1438396550064087,21.2324027426207,59.8225580223857
"ILE NORMALE",85,"","ALA","","","",10.993239105349604,3.3211473561630247,19.793215847832,60.3997938780372
"ILE NORMALE",86,"","ALA","","","",1.1837989606526274,0.047323660391807555,21.222650598415,59.8074440987111
"ILE NORMALE",87,"","ALA","","","",3.7194844763738524,0.45903000755381584,19.782634260251,60.3734818733624
"ILE NORMALE",88,"","ALA","","","",1.8665816738420753,0.09441643966948986,21.2217505865756,59.827934436124
"ILE NORMALE",89,"","ALA","","","",1.056073393422962,0.041358855169415475,21.2173009283934,59.9296252455342
"ILE NORMALE",90,"","ALA","","","",8.773674410492264,3.1090904717779755,19.8085228806841,60.342756062537
"ILE NORMALE",91,"","ALA","","","",2.053837400826007,0.12241917108839749,21.2131869839378,59.8934378441192
"ILE NORMALE",92,"","ALA","","","",13.313579340664932,5.955134175320625,19.8355983687643,60.2939955324388
"ILE NORMALE",93,"","ALA","","","",1.242507653307827,0.057907341421246525,21.2119896987979,59.829615963987
"ILE NORMALE",94,"","ALA","","","",0.994397198946784,0.048303959901094436,21.2064766111101,59.8304225584496
"ILE NORMALE",95,"","ALA","","","",2.733528234249334,0.1385676312109232,21.2049904735555,59.8984224083551
"ILE NORMALE",96,"","ALA","","","",4.349399720637364,0.5774746392440796,19.8515183807366,60.2710188280752
"ILE NORMALE",97,"","ALA","","","",1.1804411690563001,0.04514535141646862,21.200706549593,59.9274107189301
"ILE NORMALE",98,"","ALA","","","",0.9992717076905625,0.033765172871232034,21.1997771221438,59.8129285161085
"ILE NORMALE",99,"","ALA","","","",11.492495922832969,4.0162017298069,19.8814024648624,60.3051761827345
"ILE NORMALE",100,"","ALA","","","",1.7985833760127548,0.09233220058512687,21.1965156785907,59.9015859904356
"ILE NORMALE",101,"","ALA","","","",1.4924369210998694,0.056813097216963766,21.1894897160788,59.9045440423851
"ILE NORMALE",102,"","ALA","","","",1.5545116950812754,0.06836184832894802,21.1894011220661,59.8717928769793
"ILE NORMALE",103,"","ALA","","","",6.64643797587014,0.9121312515063286,19.9225101910593,59.83844092436
"ILE NORMALE",104,"","ALA","","","",3.5529140985085084,0.2633745708553791,21.1910749360572,59.8148782975122
"ILE NORMALE",105,"","ALA","","","",0.996880511763222,0.04063020368075371,21.1840601720612,59.7818995581751
"ILE NORMALE",106,"","ALA","","","",1.4346677745031138,0.06757733120203017,21.1829908999918,59.7613339027685
"ILE NORMALE",107,"","ALA","","","",1.0566472833944767,0.04421094059038162,21.1816661828385,59.9297346553044
"ILE NORMALE",108,"","ALA","","","",0.993655207388846,0.04142180106568336,21.1780335298216,59.8873164253891
"ILE NORMALE",109,"","ALA","","","",1.497630938216127,0.09798424912476539,19.9282704456921,59.9950389894995
"ILE NORMALE",110,"","ALA","","","",1.0584604911929252,0.05121996587657928,21.1771270926845,59.8107177989048
"ILE NORMALE",111,"","ALA","","","",3.173019312557201,0.22506968488919735,21.1757719123153,59.7727031713125
"ILE NORMALE",112,"","ALA","","","",2.607754166347392,0.17513377779877184,21.1729129234946,59.8761389234438
